text	target	entity
В августе 2023 года я просто перевел деньги между счетами.	[]	[]
Дата рождения уже есть у вас в системе, а 2016 год указан в старом договоре.	[]	[]
В 2024 году я продлил страховку, это не дата рождения.	[]	[]
Я родился не вчера, а дата 01.03.2021 относится к обращению в банк.	[]	[]
Я сейчас живу в Самаре. Это не место рождения, а текущий город проживания.	[]	[]
Для доставки карты укажите Казань, а не место рождения из паспорта.	[]	[]
В заявлении указан адрес: Тверь, улица Мира, дом 8. Это не место рождения.	[]	[]
Я переехал в Омск в прошлом году. Почему система считает это местом рождения?	[]	[]
В поле адреса я указал Пермь, а не место рождения.	[]	[]
Для курьерской доставки нужен город Уфа, это не место рождения.	[]	[]
На карте доставки указан Томск, потому что я там живу.	[]	[]
В анкете для связи стоит Новосибирск, это город проживания.	[]	[]
Адрес регистрации: Калуга, улица Ленина, дом 4. К месту рождения это не относится.	[]	[]
В поле доставки я указал Белгород, потому что там находится офис.	[]	[]
Санкт-Петербург нужен только как адрес получения документов.	[]	[]
Я указал Краснодар как город пребывания, а не место рождения.	[]	[]
Для подтверждения адреса у меня указан Курск, улица Садовая, 12.	[]	[]
В профиле стоит Ярославль как город проживания, исправлять место рождения не нужно.	[]	[]
Нижний Новгород нужен для доставки новой карты, это не место рождения.	[]	[]
В заявке фигурирует Рязань, потому что это адрес офиса работодателя.	[]	[]
Город Челябинск указан для доставки, а не как место рождения.	[]	[]
Адрес для корреспонденции: Иваново, проспект Мира, дом 7.	[]	[]
В анкете стоит Сочи как место проживания на время отпуска.	[]	[]
Для выпуска карты я указал Архангельск как адрес доставки.	[]	[]
В поле адреса ошибочно попал Орёл, а место рождения у меня другое.	[]	[]
Тула в заявлении — это город регистрации, не место рождения.	[]	[]
По адресу проживания указан Владивосток, это не место рождения.	[]	[]
Я сейчас нахожусь в Кирове, поэтому указал его для связи.	[]	[]
В личном кабинете стоит Смоленск как адрес проживания.	[]	[]
Для отправки документов нужен Тамбов, улица Победы, дом 11.	[]	[]
Город Пенза указан в блоке доставки, а не в графе рождения.	[]	[]
Я внес Липецк как текущий адрес, а система почему-то ругается на место рождения.	[]	[]
В анкете есть Москва, потому что это адрес регистрации компании.	[]	[]
Адрес получения карты: Тюмень, улица Республики, дом 20.	[]	[]
В профиле указан Барнаул как адрес проживания после переезда.	[]	[]
Для связи оставьте, пожалуйста, город Кемерово.	[]	[]
Я указал Саранск только для доставки выписки.	[]	[]
В заявке фигурирует Хабаровск как текущий адрес пребывания.	[]	[]
В блоке доставки указан Петрозаводск, потому что туда привезут карту.	[]	[]
Моё место рождения — Саратов. Проверьте, пожалуйста, что в анкете указан именно он.	[(21, 28, 'Место рождения')]	[Место рождения: 'Саратов']
В паспорте место рождения указано как Курган, а у вас в системе почему-то Тюмень.	[(39, 45, 'Место рождения'), (73, 79, 'Место рождения')]	[Место рождения: 'Курган'], [Место рождения: 'Тюмень']
Мне нужно исправить место рождения с Пскова на Великий Новгород.	[(38, 44, 'Место рождения'), (48, 64, 'Место рождения')]	[Место рождения: 'Пскова'], [Место рождения: 'Великий Новгород']
Я родился в Астрахани, но в анкете вижу Самару.	[(12, 21, 'Место рождения'), (42, 48, 'Место рождения')]	[Место рождения: 'Астрахани'], [Место рождения: 'Самару']
Проверьте место рождения: в паспорте у меня указана Уфа.	[(51, 54, 'Место рождения')]	[Место рождения: 'Уфа']
Место рождения в системе — Мурманск, это верно.	[(27, 35, 'Место рождения')]	[Место рождения: 'Мурманск']
Я родился в Калуге. Нужно ли это подтверждать отдельно?	[(12, 19, 'Место рождения')]	[Место рождения: 'Калуге']
В графе место рождения у меня должна быть Республика Коми.	[(37, 53, 'Место рождения')]	[Место рождения: 'Республика Коми']
Укажите, пожалуйста, место рождения «Нижний Тагил», как в паспорте.	[(36, 49, 'Место рождения')]	[Место рождения: 'Нижний Тагил']
Место рождения у меня — Оренбург, а не Омск.	[(24, 33, 'Место рождения'), (40, 44, 'Место рождения')]	[Место рождения: 'Оренбург'], [Место рождения: 'Омск']
Я заметил, что место рождения указано как Тула. Это правильно.	[(41, 45, 'Место рождения')]	[Место рождения: 'Тула']
В анкете место рождения — Белгородская область. Оставьте так.	[(26, 46, 'Место рождения')]	[Место рождения: 'Белгородская область']
Я хочу изменить место рождения на Чебоксары.	[(34, 43, 'Место рождения')]	[Место рождения: 'Чебоксары']
В паспорте написано, что я родился в Якутске.	[(37, 44, 'Место рождения')]	[Место рождения: 'Якутске']
Моё место рождения указано как Республика Дагестан. Это соответствует паспорту.	[(31, 50, 'Место рождения')]	[Место рождения: 'Республика Дагестан']
